algorithm,threads,hashbits,buckets,data_size,duration,cores,memory
concurrent-output,2,16,65536,16777216,2276,32,79377383424
concurrent-output,4,16,65536,16777216,1411,32,79404732416
concurrent-output,8,16,65536,16777216,813,32,79442948096
concurrent-output,16,16,65536,16777216,440,32,79368044544
concurrent-output,32,16,65536,16777216,235,32,79425675264
concurrent-output,1,17,131072,16777216,4216,32,79112880128
concurrent-output,2,17,131072,16777216,2190,32,79078051840
concurrent-output,4,17,131072,16777216,1509,32,79091482624
concurrent-output,8,17,131072,16777216,743,32,79122026496
concurrent-output,16,17,131072,16777216,437,32,79202992128
concurrent-output,32,17,131072,16777216,241,32,78873911296
concurrent-output,1,18,262144,16777216,4416,32,78558371840
concurrent-output,2,18,262144,16777216,2250,32,78686257152
concurrent-output,4,18,262144,16777216,1544,32,78751870976
concurrent-output,8,18,262144,16777216,751,32,78882086912
concurrent-output,16,18,262144,16777216,413,32,78854471680
concurrent-output,32,18,262144,16777216,243,32,79107850240
concurrent-output,1,1,2,16777216,3456,32,79109402624
concurrent-output,2,1,2,16777216,3399,32,79221895168
concurrent-output,4,1,2,16777216,1638,32,79248560128
concurrent-output,8,1,2,16777216,1452,32,79268425728
concurrent-output,16,1,2,16777216,1167,32,79293468672
concurrent-output,32,1,2,16777216,654,32,79399350272
concurrent-output,1,2,4,16777216,3462,32,78983958528
concurrent-output,2,2,4,16777216,3565,32,78955831296
concurrent-output,4,2,4,16777216,1671,32,79002497024
concurrent-output,8,2,4,16777216,1498,32,79147184128
concurrent-output,16,2,4,16777216,1187,32,79086682112
concurrent-output,32,2,4,16777216,659,32,78954647552
concurrent-output,1,3,8,16777216,3472,32,78647525376
concurrent-output,2,3,8,16777216,3435,32,78538379264
concurrent-output,4,3,8,16777216,1733,32,78669312000
concurrent-output,8,3,8,16777216,1346,32,78711345152
concurrent-output,16,3,8,16777216,1187,32,78672302080
concurrent-output,32,3,8,16777216,633,32,78771302400
concurrent-output,1,4,16,16777216,3466,32,78672928768
concurrent-output,2,4,16,16777216,3013,32,78721015808
concurrent-output,4,4,16,16777216,1682,32,78735564800
concurrent-output,8,4,16,16777216,1350,32,78711795712
concurrent-output,16,4,16,16777216,1142,32,78652477440
concurrent-output,32,4,16,16777216,629,32,78902693888
concurrent-output,1,5,32,16777216,3489,32,78786646016
concurrent-output,2,5,32,16777216,2902,32,78937489408
concurrent-output,4,5,32,16777216,1721,32,79022333952
concurrent-output,8,5,32,16777216,995,32,78941888512
concurrent-output,16,5,32,16777216,798,32,78918475776
concurrent-output,32,5,32,16777216,560,32,78815268864
concurrent-output,1,6,64,16777216,3214,32,78720282624
concurrent-output,2,6,64,16777216,2653,32,78834929664
concurrent-output,4,6,64,16777216,1591,32,78999678976
concurrent-output,8,6,64,16777216,992,32,79042781184
concurrent-output,16,6,64,16777216,576,32,79105896448
concurrent-output,32,6,64,16777216,516,32,78995591168
concurrent-output,1,7,128,16777216,3587,32,78772723712
concurrent-output,2,7,128,16777216,2485,32,78916734976
concurrent-output,4,7,128,16777216,1549,32,79071637504
concurrent-output,8,7,128,16777216,952,32,79320219648
concurrent-output,16,7,128,16777216,496,32,79362748416
concurrent-output,32,7,128,16777216,359,32,79552692224
concurrent-output,1,8,256,16777216,3593,32,79060701184
concurrent-output,2,8,256,16777216,2426,32,79015677952
concurrent-output,4,8,256,16777216,1487,32,78912679936
concurrent-output,8,8,256,16777216,914,32,79036551168
concurrent-output,16,8,256,16777216,510,32,78879002624
concurrent-output,32,8,256,16777216,339,32,78999621632
concurrent-output,1,9,512,16777216,3643,32,78833577984
concurrent-output,2,9,512,16777216,2280,32,78787981312
concurrent-output,4,9,512,16777216,1492,32,78994481152
concurrent-output,8,9,512,16777216,822,32,79004971008
concurrent-output,16,9,512,16777216,510,32,79210049536
concurrent-output,32,9,512,16777216,364,32,79300493312
concurrent-output,1,10,1024,16777216,3681,32,79231143936
concurrent-output,2,10,1024,16777216,2382,32,79151775744
concurrent-output,4,10,1024,16777216,1513,32,79229972480
concurrent-output,8,10,1024,16777216,820,32,79270391808
concurrent-output,16,10,1024,16777216,438,32,78943838208
concurrent-output,32,10,1024,16777216,268,32,78982410240
concurrent-output,1,11,2048,16777216,4039,32,78695227392
concurrent-output,2,11,2048,16777216,2449,32,78885789696
concurrent-output,4,11,2048,16777216,1540,32,78920003584
concurrent-output,8,11,2048,16777216,798,32,78930644992
concurrent-output,16,11,2048,16777216,432,32,78943088640
concurrent-output,32,11,2048,16777216,256,32,78598324224
concurrent-output,1,12,4096,16777216,3669,32,78387232768
concurrent-output,2,12,4096,16777216,2299,32,78632890368
concurrent-output,4,12,4096,16777216,1394,32,78536970240
concurrent-output,8,12,4096,16777216,870,32,78692216832
concurrent-output,16,12,4096,16777216,517,32,78633189376
concurrent-output,32,12,4096,16777216,254,32,78638436352
concurrent-output,1,13,8192,16777216,3767,32,78615408640
concurrent-output,2,13,8192,16777216,2255,32,78561058816
concurrent-output,4,13,8192,16777216,1353,32,78772985856
concurrent-output,8,13,8192,16777216,837,32,78828212224
concurrent-output,16,13,8192,16777216,445,32,78814642176
concurrent-output,32,13,8192,16777216,244,32,78936711168
concurrent-output,1,14,16384,16777216,3817,32,78805622784
concurrent-output,2,14,16384,16777216,2253,32,78817124352
concurrent-output,4,14,16384,16777216,1344,32,78822481920
concurrent-output,8,14,16384,16777216,838,32,79011893248
concurrent-output,16,14,16384,16777216,443,32,78982938624
concurrent-output,32,14,16384,16777216,246,32,78682648576
concurrent-output,1,15,32768,16777216,3850,32,78625366016
concurrent-output,2,15,32768,16777216,2272,32,78757462016
concurrent-output,4,15,32768,16777216,1367,32,79031865344
concurrent-output,8,15,32768,16777216,795,32,78871908352
concurrent-output,16,15,32768,16777216,445,32,78853419008
concurrent-output,32,15,32768,16777216,243,32,79062212608
concurrent-output,1,16,65536,16777216,3946,32,79207882752
concurrent-output,2,16,65536,16777216,2281,32,79119081472
concurrent-output,4,16,65536,16777216,1534,32,79092117504
concurrent-output,8,16,65536,16777216,846,32,79029567488
concurrent-output,16,16,65536,16777216,428,32,78923235328
concurrent-output,32,16,65536,16777216,253,32,78640283648
concurrent-output,1,17,131072,16777216,4217,32,78839574528
concurrent-output,2,17,131072,16777216,2186,32,78748217344
concurrent-output,4,17,131072,16777216,1504,32,78771445760
concurrent-output,8,17,131072,16777216,815,32,78722039808
concurrent-output,16,17,131072,16777216,400,32,78724018176
concurrent-output,32,17,131072,16777216,225,32,78986981376
concurrent-output,1,18,262144,16777216,4402,32,78705963008
concurrent-output,2,18,262144,16777216,2256,32,78630383616
concurrent-output,4,18,262144,16777216,1549,32,78817460224
concurrent-output,8,18,262144,16777216,753,32,79056273408
concurrent-output,16,18,262144,16777216,420,32,78929293312
concurrent-output,32,18,262144,16777216,241,32,78669295616
