algorithm,threads,hashbits,buckets,data_size,duration,cores,memory
concurrent-output,2,15,32768,16777216,3532,32,12948656128
concurrent-output,4,15,32768,16777216,2746,32,12862087168
concurrent-output,8,15,32768,16777216,2045,32,13016842240
concurrent-output,16,15,32768,16777216,1676,32,12928929792
concurrent-output,32,15,32768,16777216,1498,32,12564856832
concurrent-output,1,16,65536,16777216,5200,32,12749721600
concurrent-output,2,16,65536,16777216,3534,32,12878327808
concurrent-output,4,16,65536,16777216,2807,32,12900978688
concurrent-output,8,16,65536,16777216,2130,32,13119025152
concurrent-output,16,16,65536,16777216,1710,32,13322674176
concurrent-output,32,16,65536,16777216,1516,32,12931375104
concurrent-output,1,17,131072,16777216,5485,32,12779278336
concurrent-output,2,17,131072,16777216,3405,32,12897562624
concurrent-output,4,17,131072,16777216,2802,32,12972986368
concurrent-output,8,17,131072,16777216,2046,32,12981739520
concurrent-output,16,17,131072,16777216,1727,32,12820144128
concurrent-output,32,17,131072,16777216,1551,32,12780740608
concurrent-output,1,18,262144,16777216,5725,32,12824170496
concurrent-output,2,18,262144,16777216,3602,32,12722130944
concurrent-output,4,18,262144,16777216,2782,32,12645855232
concurrent-output,8,18,262144,16777216,2102,32,12833771520
concurrent-output,16,18,262144,16777216,1760,32,12836712448
concurrent-output,32,18,262144,16777216,1607,32,13096497152
concurrent-output,1,1,2,16777216,4795,32,13076951040
concurrent-output,2,1,2,16777216,5204,32,13003550720
concurrent-output,4,1,2,16777216,3491,32,13242032128
concurrent-output,8,1,2,16777216,3143,32,13216239616
concurrent-output,16,1,2,16777216,2987,32,13426810880
concurrent-output,32,1,2,16777216,2445,32,13646106624
concurrent-output,1,2,4,16777216,4973,32,13263167488
concurrent-output,2,2,4,16777216,5085,32,13123657728
concurrent-output,4,2,4,16777216,3282,32,13285863424
concurrent-output,8,2,4,16777216,2959,32,13203230720
concurrent-output,16,2,4,16777216,2725,32,13290545152
concurrent-output,32,2,4,16777216,2187,32,13475008512
concurrent-output,1,3,8,16777216,4831,32,13319274496
concurrent-output,2,3,8,16777216,4945,32,13367640064
concurrent-output,4,3,8,16777216,2981,32,13429673984
concurrent-output,8,3,8,16777216,2719,32,13400301568
concurrent-output,16,3,8,16777216,2539,32,13465583616
concurrent-output,32,3,8,16777216,2044,32,13527486464
concurrent-output,1,4,16,16777216,4774,32,13343621120
concurrent-output,2,4,16,16777216,4861,32,13273079808
concurrent-output,4,4,16,16777216,3016,32,12891000832
concurrent-output,8,4,16,16777216,2305,32,12978266112
concurrent-output,16,4,16,16777216,2314,32,13176672256
concurrent-output,32,4,16,16777216,1940,32,12960522240
concurrent-output,1,5,32,16777216,4803,32,12840660992
concurrent-output,2,5,32,16777216,4221,32,12937670656
concurrent-output,4,5,32,16777216,3115,32,13160120320
concurrent-output,8,5,32,16777216,2479,32,13072531456
concurrent-output,16,5,32,16777216,1982,32,13217128448
concurrent-output,32,5,32,16777216,1860,32,13128962048
concurrent-output,1,6,64,16777216,4836,32,12880334848
concurrent-output,2,6,64,16777216,3961,32,13074501632
concurrent-output,4,6,64,16777216,2893,32,13296529408
concurrent-output,8,6,64,16777216,2193,32,13234835456
concurrent-output,16,6,64,16777216,1807,32,13157011456
concurrent-output,32,6,64,16777216,1768,32,13075578880
concurrent-output,1,7,128,16777216,4829,32,12847931392
concurrent-output,2,7,128,16777216,3715,32,12835422208
concurrent-output,4,7,128,16777216,2782,32,12871852032
concurrent-output,8,7,128,16777216,2175,32,12781416448
concurrent-output,16,7,128,16777216,1693,32,12840460288
concurrent-output,32,7,128,16777216,1608,32,12783562752
concurrent-output,1,8,256,16777216,4826,32,12731871232
concurrent-output,2,8,256,16777216,3663,32,12595761152
concurrent-output,4,8,256,16777216,2720,32,12690747392
concurrent-output,8,8,256,16777216,2153,32,12641185792
concurrent-output,16,8,256,16777216,1676,32,12902739968
concurrent-output,32,8,256,16777216,1511,32,13139652608
concurrent-output,1,9,512,16777216,4887,32,13046317056
concurrent-output,2,9,512,16777216,3507,32,12761649152
concurrent-output,4,9,512,16777216,2726,32,12957802496
concurrent-output,8,9,512,16777216,2005,32,12906008576
concurrent-output,16,9,512,16777216,1724,32,13092323328
concurrent-output,32,9,512,16777216,1620,32,12730904576
concurrent-output,1,10,1024,16777216,4946,32,12616667136
concurrent-output,2,10,1024,16777216,3636,32,12768456704
concurrent-output,4,10,1024,16777216,2755,32,12959105024
concurrent-output,8,10,1024,16777216,2049,32,13057392640
concurrent-output,16,10,1024,16777216,1680,32,13103022080
concurrent-output,32,10,1024,16777216,1620,32,12806664192
concurrent-output,1,11,2048,16777216,5268,32,12756889600
concurrent-output,2,11,2048,16777216,3682,32,12871495680
concurrent-output,4,11,2048,16777216,2863,32,12989222912
concurrent-output,8,11,2048,16777216,2033,32,13174980608
concurrent-output,16,11,2048,16777216,1670,32,12951261184
concurrent-output,32,11,2048,16777216,1493,32,13177212928
concurrent-output,1,12,4096,16777216,4912,32,12834676736
concurrent-output,2,12,4096,16777216,3509,32,12877770752
concurrent-output,4,12,4096,16777216,2674,32,12884041728
concurrent-output,8,12,4096,16777216,2047,32,12851642368
concurrent-output,16,12,4096,16777216,1682,32,13079240704
concurrent-output,32,12,4096,16777216,1501,32,13246443520
concurrent-output,1,13,8192,16777216,5007,32,12866584576
concurrent-output,2,13,8192,16777216,3498,32,13022658560
concurrent-output,4,13,8192,16777216,2733,32,13172748288
concurrent-output,8,13,8192,16777216,1964,32,13101682688
concurrent-output,16,13,8192,16777216,1683,32,13264588800
concurrent-output,32,13,8192,16777216,1487,32,13203791872
concurrent-output,1,14,16384,16777216,5050,32,13011136512
concurrent-output,2,14,16384,16777216,3498,32,13073059840
concurrent-output,4,14,16384,16777216,2739,32,13080137728
concurrent-output,8,14,16384,16777216,2064,32,13003366400
concurrent-output,16,14,16384,16777216,1684,32,13238059008
concurrent-output,32,14,16384,16777216,1487,32,13488144384
concurrent-output,1,15,32768,16777216,5095,32,13207932928
concurrent-output,2,15,32768,16777216,3521,32,13066981376
concurrent-output,4,15,32768,16777216,2744,32,13041049600
concurrent-output,8,15,32768,16777216,2029,32,13059489792
concurrent-output,16,15,32768,16777216,1694,32,12997513216
concurrent-output,32,15,32768,16777216,1496,32,12799442944
concurrent-output,1,16,65536,16777216,5192,32,12597817344
concurrent-output,2,16,65536,16777216,3532,32,12634943488
concurrent-output,4,16,65536,16777216,2663,32,12695011328
concurrent-output,8,16,65536,16777216,2035,32,12654776320
concurrent-output,16,16,65536,16777216,1697,32,12927352832
concurrent-output,32,16,65536,16777216,1515,32,12554465280
concurrent-output,1,17,131072,16777216,5480,32,12659396608
concurrent-output,2,17,131072,16777216,3541,32,12607123456
concurrent-output,4,17,131072,16777216,2803,32,12686823424
concurrent-output,8,17,131072,16777216,2030,32,12676997120
concurrent-output,16,17,131072,16777216,1716,32,12691873792
concurrent-output,32,17,131072,16777216,1525,32,12640210944
concurrent-output,1,18,262144,16777216,5729,32,12595310592
concurrent-output,2,18,262144,16777216,3599,32,12568084480
concurrent-output,4,18,262144,16777216,2876,32,12611080192
concurrent-output,8,18,262144,16777216,2096,32,12669100032
concurrent-output,16,18,262144,16777216,1778,32,12665184256
concurrent-output,32,18,262144,16777216,1589,32,12655673344
